3803,-65.1653853,-63.3405088
3804,-58.9807708,-62.4446785
3805,-53.2251063,-61.2963218
3806,-47.9209242,-59.9177091
3827,-67.5868496,-66.0869708
3828,-60.7149873,-65.3002695
3829,-54.3260372,-64.2225984
3831,-43.1580140,-61.3175878
3849,-86.8135714,-68.8098245
3850,-78.7500000,-69.0948426
3851,-70.6864286,-68.8098245
3852,-62.9508864,-68.1551310
3873,-91.0362516,-70.9888950
3875,-74.3990068,-71.6097273
3876,-66.4637484,-70.9888950
3877,-57.8368093,-70.1202939
3896,-105.2287572,-71.9293964
3897,-97.7535648,-73.1640083
3898,-88.7400054,-73.9976344
3899,-78.7500000,-74.2939740
3900,-68.7599946,-73.9976344
3901,-59.7464352,-73.1640083
3920,-113.9377588,-73.5210842
3921,-106.0365496,-75.0452641
3922,-96.2130942,-76.1926285
3923,-84.7856336,-76.8162453
3924,-72.7143664,-76.8162453
3925,-61.2869058,-76.1926285
3943,-129.6479861,-72.6401755
3944,-123.9681722,-74.6859913
3945,-116.3425727,-76.5459511
3946,-106.2344017,-78.0859059
3947,-93.4444416,-79.1299645
3948,-78.7500000,-79.5038467
3949,-64.0555583,-79.1299645
3950,-51.2655983,-78.0859059
3968,-135.1717387,-75.3390825
3969,-128.7111103,-77.5332035
3970,-119.4534330,-79.5087719
3971,-106.2371280,-81.0847524
3972,-88.6275550,-81.9947665
3973,-68.8724450,-81.9947665
3974,-51.2628719,-81.0847524
3975,-38.0465670,-79.5087719
3976,-28.7888897,-77.5332035
3977,-22.3282613,-75.3390825
3978,-17.7250257,-73.0336378
3979,-14.3603667,-70.6803123
3992,-146.9310581,-75.4139071
3993,-142.4814355,-77.8781600
3994,-135.6882829,-80.2463943
3995,-124.6579481,-82.3978650
3996,-106.1586836,-84.0626417
3997,-78.7500000,-84.7354033
3998,-51.3413164,-84.0626417
3999,-32.8420519,-82.3978650
4000,-21.8117171,-80.2463943
4001,-15.0185645,-77.8781600
4002,-10.5689419,-75.4139071
4003,-7.4907142,-72.9117231
4004,-5.2679667,-70.4031606
4017,-156.2902518,-77.5210462
4018,-153.0438789,-80.1348229
4019,-147.4111840,-82.7059456
4020,-135.8163997,-85.1380438
4021,-106.0402669,-87.0317823
4022,-51.4597331,-87.0317823
4023,-21.6836003,-85.1380438
4024,-10.0888160,-82.7059456
4025,-4.4561211,-80.1348229
4026,-1.2097482,-77.5210462
4027,0.8746427,-74.8984032
4028,2.3119136,-72.2829560
4029,3.3532745,-69.6842349
4154,11.2500000,-71.1928744
4155,19.1467255,-69.6842349
4178,11.2500000,-73.8425647
4179,20.1880864,-72.2829560
4180,27.7679667,-70.4031606
4181,34.3430604,-68.3183969
4202,11.2500000,-76.5091486
4203,21.6253573,-74.8984032
4204,29.9907142,-72.9117231
4205,36.8603667,-70.6803123
4206,41.0651059,-67.9951381
4226,11.2500000,-79.1899781
4227,23.7097482,-77.5210462
4228,33.0689419,-75.4139071
4229,40.2250257,-73.0336378
4230,46.1059371,-70.5004973
4231,47.6889833,-67.4243396
4250,11.2500000,-81.8823154
4251,26.9561211,-80.1348229
4252,37.5185645,-77.8781600
4253,44.8282613,-75.3390825
4254,50.3520139,-72.6401755
4255,53.1302413,-69.6867944
4256,54.0788914,-66.6105315
4274,11.2500000,-84.5833492
4275,32.5888160,-82.7059456
4276,44.3117171,-80.2463943
4277,51.2888897,-77.5332035
4278,56.0318278,-74.6859913
4279,59.9375509,-71.7614187
4280,59.7910804,-68.6290525
4298,11.2500000,-87.2902125
4299,44.1836003,-85.1380438
4300,55.3420519,-82.3978650
4301,60.5465670,-79.5087719
4302,63.6574273,-76.5459511
4303,66.0622412,-73.5210842
4304,66.5946885,-70.4265606
4305,65.9873890,-67.3469483
4322,0.0000000,-90.0000000
4323,73.9597331,-87.0317823
4324,73.8413164,-84.0626417
4325,73.7628720,-81.0847524
4326,73.7655983,-78.0859059
4327,73.9634504,-75.0452641
