id,latitude,longitude
735,41.7881348948813,-83.4143811798332
782,41.7881348948813,-80.9103594174839
758,43.3846065648468,-82.1623702986585
806,43.3846065648468,-79.6583485363092
855,43.3846065648468,-77.15432677396
1010,43.3846065648468,-67.1382397245627
1041,43.3846065648468,-64.6342179622134
734,44.9401161575755,-83.4143811798332
781,44.9401161575755,-80.9103594174839
831,44.9401161575755,-78.4063376551346
878,44.9401161575755,-75.9023158927853
919,44.9401161575755,-73.3982941304359
957,44.9401161575755,-70.8942723680866
993,44.9401161575755,-68.3902506057374
1027,44.9401161575755,-65.8862288433881
1055,44.9401161575755,-63.3822070810387
1073,44.9401161575755,-60.8781853186894
711,46.4545977578286,-84.6663920610078
757,46.4545977578286,-82.1623702986585
805,46.4545977578286,-79.6583485363092
854,46.4545977578286,-77.15432677396
897,46.4545977578286,-74.6503050116106
937,46.4545977578286,-72.1462832492613
974,46.4545977578286,-69.642261486912
1009,46.4545977578286,-67.1382397245627
1040,46.4545977578286,-64.6342179622134
1065,46.4545977578286,-62.1301961998641
1077,46.4545977578286,-59.6261744375148
1084,46.4545977578286,-57.1221526751655
1090,46.4545977578286,-54.6181309128162
1093,46.4545977578286,-52.1141091504669
135,47.9281033766849,-123.478729377422
563,47.9281033766849,-93.4304682292304
604,47.9281033766849,-90.9264464668811
646,47.9281033766849,-88.4224247045318
689,47.9281033766849,-85.9184029421825
733,47.9281033766849,-83.4143811798332
780,47.9281033766849,-80.9103594174839
830,47.9281033766849,-78.4063376551346
877,47.9281033766849,-75.9023158927853
918,47.9281033766849,-73.3982941304359
956,47.9281033766849,-70.8942723680866
992,47.9281033766849,-68.3902506057374
1026,47.9281033766849,-65.8862288433881
1054,47.9281033766849,-63.3822070810387
1072,47.9281033766849,-60.8781853186894
1080,47.9281033766849,-58.3741635563401
1087,47.9281033766849,-55.8701417939908
1091,47.9281033766849,-53.3661200316415
896,49.3607935134968,-74.6503050116106
936,49.3607935134968,-72.1462832492613
973,49.3607935134968,-69.642261486912
1008,49.3607935134968,-67.1382397245627
1039,49.3607935134968,-64.6342179622134
1064,49.3607935134968,-62.1301961998641
1076,49.3607935134968,-59.6261744375148
1083,49.3607935134968,-57.1221526751655
1089,49.3607935134968,-54.6181309128162
1092,49.3607935134968,-52.1141091504669
94,49.3607935134969,-127.234762020946
119,49.3607935134969,-124.730740258597
150,49.3607935134969,-122.226718496247
182,49.3607935134969,-119.722696733898
214,49.3607935134969,-117.218674971549
249,49.3607935134969,-114.714653209199
284,49.3607935134969,-112.21063144685
317,49.3607935134969,-109.706609684501
350,49.3607935134969,-107.202587922152
387,49.3607935134969,-104.698566159802
423,49.3607935134969,-102.194544397453
458,49.3607935134969,-99.6905226351037
498,49.3607935134969,-97.1865008727544
541,49.3607935134969,-94.6824791104051
584,49.3607935134969,-92.1784573480558
625,49.3607935134969,-89.6744355857064
667,49.3607935134969,-87.1704138233571
710,49.3607935134969,-84.6663920610078
756,49.3607935134969,-82.1623702986585
804,49.3607935134969,-79.6583485363092
853,49.3607935134969,-77.15432677396
83,50.7529277508231,-128.486772902121
105,50.7529277508231,-125.982751139771
134,50.7529277508231,-123.478729377422
166,50.7529277508231,-120.974707615073
197,50.7529277508231,-118.470685852723
231,50.7529277508231,-115.966664090374
266,50.7529277508231,-113.462642328025
300,50.7529277508231,-110.958620565676
335,50.7529277508231,-108.454598803326
369,50.7529277508231,-105.950577040977
406,50.7529277508231,-103.446555278628
440,50.7529277508231,-100.942533516278
478,50.7529277508231,-98.438511753929
519,50.7529277508231,-95.9344899915797
562,50.7529277508231,-93.4304682292304
603,50.7529277508231,-90.9264464668811
645,50.7529277508231,-88.4224247045318
688,50.7529277508231,-85.9184029421825
732,50.7529277508231,-83.4143811798332
779,50.7529277508231,-80.9103594174839
829,50.7529277508231,-78.4063376551346
876,50.7529277508231,-75.9023158927853
917,50.7529277508231,-73.3982941304359
955,50.7529277508231,-70.8942723680866
991,50.7529277508231,-68.3902506057374
1025,50.7529277508231,-65.8862288433881
1053,50.7529277508231,-63.3822070810387
1071,50.7529277508231,-60.8781853186894
1079,50.7529277508231,-58.3741635563401
1086,50.7529277508231,-55.8701417939908
54,52.1048554914704,-132.242805545645
73,52.1048554914704,-129.738783783295
93,52.1048554914704,-127.234762020946
118,52.1048554914704,-124.730740258597
149,52.1048554914704,-122.226718496247
181,52.1048554914704,-119.722696733898
213,52.1048554914704,-117.218674971549
248,52.1048554914704,-114.714653209199
283,52.1048554914704,-112.21063144685
316,52.1048554914704,-109.706609684501
349,52.1048554914704,-107.202587922152
386,52.1048554914704,-104.698566159802
422,52.1048554914704,-102.194544397453
457,52.1048554914704,-99.6905226351037
497,52.1048554914704,-97.1865008727544
540,52.1048554914704,-94.6824791104051
583,52.1048554914704,-92.1784573480558
624,52.1048554914704,-89.6744355857064
666,52.1048554914704,-87.1704138233571
709,52.1048554914704,-84.6663920610078
755,52.1048554914704,-82.1623702986585
803,52.1048554914704,-79.6583485363092
852,52.1048554914704,-77.15432677396
895,52.1048554914704,-74.6503050116106
935,52.1048554914704,-72.1462832492613
972,52.1048554914704,-69.642261486912
1007,52.1048554914704,-67.1382397245627
1038,52.1048554914704,-64.6342179622134
1063,52.1048554914704,-62.1301961998641
1075,52.1048554914704,-59.6261744375148
1082,52.1048554914704,-57.1221526751655
1088,52.1048554914704,-54.6181309128162
44,53.4170069293524,-133.494816426819
63,53.4170069293524,-130.99079466447
82,53.4170069293524,-128.486772902121
104,53.4170069293524,-125.982751139771
133,53.4170069293524,-123.478729377422
165,53.4170069293524,-120.974707615073
196,53.4170069293524,-118.470685852723
230,53.4170069293524,-115.966664090374
265,53.4170069293524,-113.462642328025
299,53.4170069293524,-110.958620565676
334,53.4170069293524,-108.454598803326
368,53.4170069293524,-105.950577040977
405,53.4170069293524,-103.446555278628
439,53.4170069293524,-100.942533516278
477,53.4170069293524,-98.438511753929
518,53.4170069293524,-95.9344899915797
561,53.4170069293524,-93.4304682292304
602,53.4170069293524,-90.9264464668811
644,53.4170069293524,-88.4224247045318
687,53.4170069293524,-85.9184029421825
731,53.4170069293524,-83.4143811798332
778,53.4170069293524,-80.9103594174839
828,53.4170069293524,-78.4063376551346
875,53.4170069293524,-75.9023158927853
916,53.4170069293524,-73.3982941304359
954,53.4170069293524,-70.8942723680866
990,53.4170069293524,-68.3902506057374
1024,53.4170069293524,-65.8862288433881
1052,53.4170069293524,-63.3822070810387
1070,53.4170069293524,-60.8781853186894
1078,53.4170069293524,-58.3741635563401
1085,53.4170069293524,-55.8701417939908
53,54.6898843292306,-132.242805545645
72,54.6898843292306,-129.738783783295
92,54.6898843292306,-127.234762020946
117,54.6898843292306,-124.730740258597
148,54.6898843292306,-122.226718496247
180,54.6898843292306,-119.722696733898
212,54.6898843292306,-117.218674971549
247,54.6898843292306,-114.714653209199
282,54.6898843292306,-112.21063144685
315,54.6898843292306,-109.706609684501
348,54.6898843292306,-107.202587922152
385,54.6898843292306,-104.698566159802
421,54.6898843292306,-102.194544397453
456,54.6898843292306,-99.6905226351037
496,54.6898843292306,-97.1865008727544
539,54.6898843292306,-94.6824791104051
582,54.6898843292306,-92.1784573480558
623,54.6898843292306,-89.6744355857064
665,54.6898843292306,-87.1704138233571
708,54.6898843292306,-84.6663920610078
754,54.6898843292306,-82.1623702986585
802,54.6898843292306,-79.6583485363092
851,54.6898843292306,-77.15432677396
894,54.6898843292306,-74.6503050116106
934,54.6898843292306,-72.1462832492613
971,54.6898843292306,-69.642261486912
1006,54.6898843292306,-67.1382397245627
1037,54.6898843292306,-64.6342179622134
1062,54.6898843292306,-62.1301961998641
1074,54.6898843292306,-59.6261744375148
1081,54.6898843292306,-57.1221526751655
62,55.9240536748535,-130.99079466447
81,55.9240536748535,-128.486772902121
103,55.9240536748535,-125.982751139771
132,55.9240536748535,-123.478729377422
164,55.9240536748535,-120.974707615073
195,55.9240536748535,-118.470685852723
229,55.9240536748535,-115.966664090374
264,55.9240536748535,-113.462642328025
298,55.9240536748535,-110.958620565676
333,55.9240536748535,-108.454598803326
367,55.9240536748535,-105.950577040977
404,55.9240536748535,-103.446555278628
438,55.9240536748535,-100.942533516278
476,55.9240536748535,-98.438511753929
517,55.9240536748535,-95.9344899915797
560,55.9240536748535,-93.4304682292304
601,55.9240536748535,-90.9264464668811
643,55.9240536748535,-88.4224247045318
686,55.9240536748535,-85.9184029421825
730,55.9240536748535,-83.4143811798332
777,55.9240536748535,-80.9103594174839
827,55.9240536748535,-78.4063376551346
874,55.9240536748535,-75.9023158927853
915,55.9240536748535,-73.3982941304359
953,55.9240536748535,-70.8942723680866
989,55.9240536748535,-68.3902506057374
1023,55.9240536748535,-65.8862288433881
1051,55.9240536748535,-63.3822070810387
1069,55.9240536748535,-60.8781853186894
52,57.1201367307634,-132.242805545645
71,57.1201367307634,-129.738783783295
91,57.1201367307634,-127.234762020946
116,57.1201367307634,-124.730740258597
147,57.1201367307634,-122.226718496247
179,57.1201367307634,-119.722696733898
211,57.1201367307634,-117.218674971549
246,57.1201367307634,-114.714653209199
281,57.1201367307634,-112.21063144685
