id,latitude,longitude,country
1,39.583057,19.001757,AL
2,42.030417,19.001757,AL
3,40.818022,19.935313,AL
4,43.220122,19.935313,AL
5,39.583057,20.86887,AL
6,42.030417,20.86887,AL
7,40.818022,21.802426,AL
8,49.880099,12.466864,CZ
9,50.910837,13.40042,CZ
10,48.826877,13.40042,CZ
11,48.826877,17.134645,CZ
12,48.826877,15.267533,CZ
13,48.826877,19.001757,CZ
14,49.880099,16.201089,CZ
15,49.880099,14.333976,CZ
16,49.880099,18.068201,CZ
17,50.910837,17.134645,CZ
18,50.910837,15.267533,CZ
19,51.919244,4.998414,DE
20,50.910837,5.931971,DE
21,48.826877,5.931971,DE
22,51.919244,6.865527,DE
23,49.880099,6.865527,DE
24,47.751044,6.865527,DE
25,53.869803,6.865527,DE
26,52.905499,5.931971,DE
27,47.751044,8.732639,DE
28,48.826877,7.799083,DE
29,49.880099,8.732639,DE
30,50.910837,7.799083,DE
31,51.919244,8.732639,DE
32,52.905499,7.799083,DE
33,53.869803,8.732639,DE
34,54.812376,7.799083,DE
35,54.812376,9.666195,DE
36,52.905499,9.666195,DE
37,50.910837,9.666195,DE
38,48.826877,9.666195,DE
39,46.652502,9.666195,DE
40,47.751044,10.599752,DE
41,48.826877,11.533308,DE
42,49.880099,10.599752,DE
43,50.910837,11.533308,DE
44,51.919244,10.599752,DE
45,52.905499,11.533308,DE
46,53.869803,10.599752,DE
47,54.812376,11.533308,DE
48,53.869803,12.466864,DE
49,51.919244,12.466864,DE
50,49.880099,12.466864,DE
51,47.751044,12.466864,DE
52,54.812376,13.40042,DE
53,52.905499,13.40042,DE
54,50.910837,13.40042,DE
55,48.826877,13.40042,DE
56,53.869803,14.333976,DE
57,50.910837,15.267533,DE
58,51.919244,14.333976,DE
59,52.905499,15.267533,DE
60,54.812376,7.799083,DK
61,55.733459,8.732639,DK
62,56.63331,7.799083,DK
63,56.63331,9.666195,DK
64,54.812376,9.666195,DK
65,54.812376,11.533308,DK
66,55.733459,10.599752,DK
67,56.63331,11.533308,DK
68,57.512202,8.732639,DK
69,57.512202,10.599752,DK
70,55.733459,12.466864,DK
71,54.812376,13.40042,DK
72,54.812376,15.267533,DK
73,55.733459,14.333976,DK
74,35.744611,33.0051,CY
75,34.421473,32.071544,CY
76,35.744611,34.872213,CY
77,34.421473,33.938656,CY
78,47.751044,8.732639,AT
79,46.652502,9.666195,AT
80,46.652502,11.533308,AT
81,47.751044,10.599752,AT
82,47.751044,12.466864,AT
83,46.652502,13.40042,AT
84,48.826877,13.40042,AT
85,46.652502,17.134645,AT
86,46.652502,15.267533,AT
87,47.751044,16.201089,AT
88,47.751044,14.333976,AT
89,47.751044,18.068201,AT
90,48.826877,17.134645,AT
91,48.826877,15.267533,AT
92,50.910837,2.197746,BE
93,51.919244,3.131302,BE
94,49.880099,3.131302,BE
95,50.910837,4.064858,BE
96,51.919244,4.998414,BE
97,50.910837,5.931971,BE
98,49.880099,4.998414,BE
99,49.880099,6.865527,BE
100,43.220122,27.403763,BG
101,44.387058,26.470207,BG
102,44.387058,24.603094,BG
103,43.220122,21.802426,BG
104,42.030417,22.735982,BG
105,44.387058,22.735982,BG
106,40.818022,23.669538,BG
107,43.220122,23.669538,BG
108,42.030417,24.603094,BG
109,40.818022,25.536651,BG
110,43.220122,25.536651,BG
111,42.030417,26.470207,BG
112,42.030417,28.337319,BG
113,44.387058,28.337319,BG
114,43.220122,29.270875,BG
115,46.652502,5.931971,CH
116,47.751044,6.865527,CH
117,45.531185,6.865527,CH
118,45.531185,8.732639,CH
119,46.652502,7.799083,CH
120,47.751044,8.732639,CH
121,46.652502,9.666195,CH
122,46.652502,11.533308,CH
123,47.751044,10.599752,CH
124,58.370419,20.86887,EE
125,57.512202,21.802426,EE
126,57.512202,23.669538,EE
127,58.370419,22.735982,EE
128,58.370419,24.603094,EE
129,59.208261,21.802426,EE
130,59.208261,23.669538,EE
131,60.026036,24.603094,EE
132,57.512202,27.403763,EE
133,57.512202,25.536651,EE
134,58.370419,26.470207,EE
135,59.208261,27.403763,EE
136,59.208261,25.536651,EE
137,60.026036,26.470207,EE
138,58.370419,28.337319,EE
139,34.421473,24.603094,EL
140,34.421473,26.470207,EL
141,35.744611,25.536651,EL
142,35.744611,23.669538,EL
143,35.744611,21.802426,EL
144,35.744611,27.403763,EL
145,35.744611,29.270875,EL
146,37.046118,24.603094,EL
147,37.046118,22.735982,EL
148,37.046118,20.86887,EL
149,37.046118,26.470207,EL
150,37.046118,28.337319,EL
151,38.325685,23.669538,EL
152,38.325685,21.802426,EL
153,38.325685,19.935313,EL
154,38.325685,25.536651,EL
155,38.325685,27.403763,EL
156,39.583057,19.001757,EL
157,40.818022,19.935313,EL
158,39.583057,20.86887,EL
159,40.818022,21.802426,EL
160,39.583057,22.735982,EL
161,42.030417,22.735982,EL
162,40.818022,23.669538,EL
163,39.583057,24.603094,EL
164,42.030417,24.603094,EL
165,40.818022,25.536651,EL
166,39.583057,26.470207,EL
167,42.030417,26.470207,EL
168,40.818022,27.403763,EL
169,27.495671,-17.406933,ES
170,28.920544,-16.473377,ES
171,28.920544,-18.340489,ES
172,30.326106,-13.672708,ES
173,28.920544,-14.606265,ES
174,27.495671,-15.539821,ES
175,27.495671,-13.672708,ES
176,28.920544,-12.739152,ES
177,39.583057,4.064858,ES
178,38.325685,3.131302,ES
179,43.220122,3.131302,ES
180,39.583057,2.197746,ES
181,42.030417,2.197746,ES
182,38.325685,1.26419,ES
183,38.325685,-0.602922,ES
184,40.818022,-0.602922,ES
185,39.583057,0.330633,ES
186,40.818022,1.26419,ES
187,42.030417,0.330633,ES
188,43.220122,1.26419,ES
189,43.220122,-0.602922,ES
190,37.046118,-1.536478,ES
191,39.583057,-1.536478,ES
192,42.030417,-1.536478,ES
193,35.744611,-2.470034,ES
194,38.325685,-2.470034,ES
195,40.818022,-2.470034,ES
196,43.220122,-2.470034,ES
197,34.421473,-3.40359,ES
198,35.744611,-4.337147,ES
199,37.046118,-3.40359,ES
200,37.046118,-5.270703,ES
201,38.325685,-4.337147,ES
202,39.583057,-3.40359,ES
203,39.583057,-5.270703,ES
204,40.818022,-4.337147,ES
205,42.030417,-3.40359,ES
206,42.030417,-5.270703,ES
207,43.220122,-4.337147,ES
208,44.387058,-7.137815,ES
209,43.220122,-6.204259,ES
210,43.220122,-8.071371,ES
211,43.220122,-9.938484,ES
212,42.030417,-7.137815,ES
213,42.030417,-9.004928,ES
214,40.818022,-6.204259,ES
215,39.583057,-7.137815,ES
216,38.325685,-6.204259,ES
217,38.325685,-8.071371,ES
218,37.046118,-7.137815,ES
219,35.744611,-6.204259,ES
220,42.030417,4.064858,ES
221,60.026036,20.86887,FI
222,60.824063,19.935313,FI
223,61.602667,20.86887,FI
224,60.026036,22.735982,FI
225,60.026036,24.603094,FI
226,60.824063,23.669538,FI
227,60.824063,21.802426,FI
228,61.602667,22.735982,FI
229,62.36218,23.669538,FI
230,62.36218,21.802426,FI
231,63.102941,22.735982,FI
232,63.825291,23.669538,FI
233,63.825291,21.802426,FI
234,64.529577,24.603094,FI
235,63.102941,24.603094,FI
236,61.602667,24.603094,FI
237,60.026036,19.001757,FI
238,63.102941,20.86887,FI
239,68.983093,19.935313,FI
240,68.395483,20.86887,FI
241,69.555426,20.86887,FI
242,60.026036,26.470207,FI
243,60.824063,27.403763,FI
244,60.824063,25.536651,FI
245,61.602667,26.470207,FI
246,62.36218,27.403763,FI
247,62.36218,25.536651,FI
248,63.102941,26.470207,FI
249,63.825291,25.536651,FI
250,64.529577,26.470207,FI
251,63.825291,27.403763,FI
252,61.602667,28.337319,FI
253,60.026036,28.337319,FI
254,60.824063,29.270875,FI
255,64.529577,28.337319,FI
256,65.216146,25.536651,FI
257,65.216146,23.669538,FI
258,65.216146,27.403763,FI
259,65.216146,29.270875,FI
260,65.885347,26.470207,FI
261,65.885347,24.603094,FI
262,65.885347,28.337319,FI
263,66.537531,25.536651,FI
264,66.537531,23.669538,FI
