1061,-70.1330621,-17.3576394
1085,-69.8866967,-19.8673785
1086,-67.3887298,-18.9710173
1106,-78.7500000,-26.6299937
1109,-70.0433913,-22.9581897
1110,-67.4652714,-22.0087993
1133,-70.2088602,-26.0207308
1134,-67.5534175,-25.0339052
3279,-108.6155225,-28.3527607
3280,-105.8301196,-26.7636411
3460,-73.1601754,-30.0231544
3461,-70.3972393,-29.0736641
3462,-67.6610960,-28.0589986
3482,-80.5379557,-33.7515118
3484,-73.2852998,-33.0882909
3485,-70.5134483,-32.1307132
3509,-71.3744666,-35.0538606
3533,-73.0508254,-37.7992514
3534,-69.3324139,-37.0087770
3557,-74.7722013,-40.5503619
3558,-70.9027266,-39.7997572
3581,-76.6614807,-43.2755310
3582,-72.5738656,-42.5528177
3606,-74.4151853,-45.2730341
3607,-70.2139255,-44.5385892
3630,-76.4598881,-47.9679800
3631,-71.9911257,-47.2663939
3655,-73.9741261,-49.9602952
3679,-76.2075987,-52.6276022
3680,-71.2658067,-51.9531014
3681,-66.5174425,-51.1926792
3704,-73.4174301,-54.6251745
3705,-68.3045306,-53.9306855
3729,-70.3428231,-56.6296732
3730,-65.0565593,-55.8751365
