latitude,longitude
52.01351000,11.11000256
52.39456136,11.11000256
52.77561271,11.11000256
53.15666407,11.11000256
53.53771542,11.11000256
53.91876678,11.11000256
54.29981813,11.11000256
54.68086949,11.11000256
47.63141942,11.44000272
48.01247077,11.44000272
48.39352213,11.44000272
48.77457348,11.44000272
49.15562484,11.44000272
49.53667619,11.44000272
49.91772755,11.44000272
50.29877890,11.44000272
50.67983026,11.44000272
51.06088161,11.44000272
51.44193297,11.44000272
51.82298432,11.44000272
52.20403568,11.44000272
52.58508704,11.44000272
52.96613839,11.44000272
53.34718975,11.44000272
53.72824110,11.44000272
54.10929246,11.44000272
54.49034381,11.44000272
47.44089374,11.77000287
47.82194509,11.77000287
48.20299645,11.77000287
48.58404780,11.77000287
48.96509916,11.77000287
49.34615052,11.77000287
49.72720187,11.77000287
50.10825323,11.77000287
50.48930458,11.77000287
50.87035594,11.77000287
51.25140729,11.77000287
51.63245865,11.77000287
52.01351000,11.77000287
52.39456136,11.77000287
52.77561271,11.77000287
53.15666407,11.77000287
53.53771542,11.77000287
53.91876678,11.77000287
54.29981813,11.77000287
47.63141942,12.10000303
48.01247077,12.10000303
48.39352213,12.10000303
48.77457348,12.10000303
49.15562484,12.10000303
49.53667619,12.10000303
49.91772755,12.10000303
50.29877890,12.10000303
50.67983026,12.10000303
51.06088161,12.10000303
51.44193297,12.10000303
51.82298432,12.10000303
52.20403568,12.10000303
52.58508704,12.10000303
52.96613839,12.10000303
53.34718975,12.10000303
53.72824110,12.10000303
54.10929246,12.10000303
47.44089374,12.43000318
47.82194509,12.43000318
48.20299645,12.43000318
48.58404780,12.43000318
48.96509916,12.43000318
49.34615052,12.43000318
49.72720187,12.43000318
50.10825323,12.43000318
50.48930458,12.43000318
50.87035594,12.43000318
51.25140729,12.43000318
51.63245865,12.43000318
52.01351000,12.43000318
52.39456136,12.43000318
52.77561271,12.43000318
53.15666407,12.43000318
53.53771542,12.43000318
53.91876678,12.43000318
54.29981813,12.43000318
47.63141942,12.76000333
48.01247077,12.76000333
48.39352213,12.76000333
48.77457348,12.76000333
49.15562484,12.76000333
49.53667619,12.76000333
50.29877890,12.76000333
50.67983026,12.76000333
51.06088161,12.76000333
51.44193297,12.76000333
51.82298432,12.76000333
52.20403568,12.76000333
52.58508704,12.76000333
52.96613839,12.76000333
53.34718975,12.76000333
53.72824110,12.76000333
54.10929246,12.76000333
54.49034381,12.76000333
47.44089374,13.09000349
47.82194509,13.09000349
48.20299645,13.09000349
48.58404780,13.09000349
48.96509916,13.09000349
49.34615052,13.09000349
50.48930458,13.09000349
50.87035594,13.09000349
51.25140729,13.09000349
51.63245865,13.09000349
52.01351000,13.09000349
52.39456136,13.09000349
52.77561271,13.09000349
53.15666407,13.09000349
53.53771542,13.09000349
53.91876678,13.09000349
54.29981813,13.09000349
54.68086949,13.09000349
48.39352213,13.42000364
48.77457348,13.42000364
49.15562484,13.42000364
50.67983026,13.42000364
51.06088161,13.42000364
51.44193297,13.42000364
51.82298432,13.42000364
52.20403568,13.42000364
52.58508704,13.42000364
52.96613839,13.42000364
53.34718975,13.42000364
53.72824110,13.42000364
54.10929246,13.42000364
54.49034381,13.42000364
54.87139517,13.42000364
48.58404780,13.75000380
48.96509916,13.75000380
50.87035594,13.75000380
51.25140729,13.75000380
51.63245865,13.75000380
52.01351000,13.75000380
52.39456136,13.75000380
52.77561271,13.75000380
53.15666407,13.75000380
53.53771542,13.75000380
53.91876678,13.75000380
54.29981813,13.75000380
54.68086949,13.75000380
50.67983026,14.08000395
51.06088161,14.08000395
51.44193297,14.08000395
51.82298432,14.08000395
52.20403568,14.08000395
52.58508704,14.08000395
52.96613839,14.08000395
53.34718975,14.08000395
53.72824110,14.08000395
54.10929246,14.08000395
50.87035594,14.41000410
51.25140729,14.41000410
51.63245865,14.41000410
52.01351000,14.41000410
52.39456136,14.41000410
52.77561271,14.41000410
53.15666407,14.41000410
53.53771542,14.41000410
50.67983026,14.74000426
51.06088161,14.74000426
51.44193297,14.74000426
51.82298432,14.74000426
52.20403568,14.74000426
52.58508704,14.74000426
47.25027785,10.13279133
55.06020546,8.47302894
51.23987976,15.08213434
