id,latitude,longitude,territory
1223,41.7881348948813,-83.4143811798332,ON
1231,41.7881348948813,-80.9103594174839,ON
481,43.3846065648468,-67.1382397245627,NS
484,43.3846065648468,-64.6342179622134,NS
1226,43.3846065648468,-82.1623702986585,ON
1234,43.3846065648468,-79.6583485363092,ON
1240,43.3846065648468,-77.15432677396,ON
193,44.9401161575755,-68.3902506057374,NB
196,44.9401161575755,-65.8862288433881,NB
478,44.9401161575755,-60.8781853186894,NS
482,44.9401161575755,-65.8862288433881,NS
485,44.9401161575755,-63.3822070810387,NS
487,44.9401161575755,-60.8781853186894,NS
1220,44.9401161575755,-83.4143811798332,ON
1228,44.9401161575755,-80.9103594174839,ON
1236,44.9401161575755,-78.4063376551346,ON
1241,44.9401161575755,-75.9023158927853,ON
1243,44.9401161575755,-73.3982941304359,ON
1254,44.9401161575755,-75.9023158927853,QC
1255,44.9401161575755,-73.3982941304359,QC
1257,44.9401161575755,-70.8942723680866,QC
1331,44.9401161575755,-75.9023158927853,QC
1337,44.9401161575755,-73.3982941304359,QC
192,46.4545977578286,-69.642261486912,NB
195,46.4545977578286,-67.1382397245627,NB
198,46.4545977578286,-64.6342179622134,NB
241,46.4545977578286,-57.1221526751655,NF
246,46.4545977578286,-54.6181309128162,NF
249,46.4545977578286,-52.1141091504669,NF
477,46.4545977578286,-62.1301961998641,NS
480,46.4545977578286,-59.6261744375148,NS
483,46.4545977578286,-64.6342179622134,NS
486,46.4545977578286,-62.1301961998641,NS
1216,46.4545977578286,-84.6663920610078,ON
1225,46.4545977578286,-82.1623702986585,ON
1233,46.4545977578286,-79.6583485363092,ON
1239,46.4545977578286,-77.15432677396,ON
1242,46.4545977578286,-74.6503050116106,ON
1244,46.4545977578286,-64.6342179622134,PE
1246,46.4545977578286,-62.1301961998641,PE
1247,46.4545977578286,-72.1462832492613,QC
1249,46.4545977578286,-69.642261486912,QC
1256,46.4545977578286,-72.1462832492613,QC
1259,46.4545977578286,-69.642261486912,QC
1310,46.4545977578286,-79.6583485363092,QC
1329,46.4545977578286,-77.15432677396,QC
1335,46.4545977578286,-74.6503050116106,QC
1341,46.4545977578286,-72.1462832492613,QC
149,47.9281033766849,-123.478729377422,BC
194,47.9281033766849,-68.3902506057374,NB
197,47.9281033766849,-65.8862288433881,NB
199,47.9281033766849,-63.3822070810387,NB
201,47.9281033766849,-58.3741635563401,NF
202,47.9281033766849,-53.3661200316415,NF
237,47.9281033766849,-58.3741635563401,NF
243,47.9281033766849,-55.8701417939908,NF
247,47.9281033766849,-53.3661200316415,NF
479,47.9281033766849,-60.8781853186894,NS
1201,47.9281033766849,-93.4304682292304,ON
1205,47.9281033766849,-90.9264464668811,ON
1209,47.9281033766849,-88.4224247045318,ON
1213,47.9281033766849,-85.9184029421825,ON
1221,47.9281033766849,-83.4143811798332,ON
1229,47.9281033766849,-80.9103594174839,ON
1237,47.9281033766849,-78.4063376551346,ON
1245,47.9281033766849,-63.3822070810387,PE
1248,47.9281033766849,-70.8942723680866,QC
1258,47.9281033766849,-70.8942723680866,QC
1260,47.9281033766849,-68.3902506057374,QC
1262,47.9281033766849,-65.8862288433881,QC
1264,47.9281033766849,-63.3822070810387,QC
1307,47.9281033766849,-80.9103594174839,QC
1312,47.9281033766849,-78.4063376551346,QC
1332,47.9281033766849,-75.9023158927853,QC
1338,47.9281033766849,-73.3982941304359,QC
1343,47.9281033766849,-70.8942723680866,QC
1362,47.9281033766849,-68.3902506057374,QC
200,49.3607935134968,-59.6261744375148,NF
203,49.3607935134968,-54.6181309128162,NF
236,49.3607935134968,-59.6261744375148,NF
240,49.3607935134968,-57.1221526751655,NF
245,49.3607935134968,-54.6181309128162,NF
248,49.3607935134968,-52.1141091504669,NF
1251,49.3607935134968,-64.6342179622134,QC
1253,49.3607935134968,-62.1301961998641,QC
1261,49.3607935134968,-67.1382397245627,QC
1263,49.3607935134968,-64.6342179622134,QC
1336,49.3607935134968,-74.6503050116106,QC
1342,49.3607935134968,-72.1462832492613,QC
1346,49.3607935134968,-69.642261486912,QC
1365,49.3607935134968,-67.1382397245627,QC
1368,49.3607935134968,-64.6342179622134,QC
1371,49.3607935134968,-62.1301961998641,QC
1374,49.3607935134968,-59.6261744375148,QC
6,49.3607935134969,-114.714653209199,AB
9,49.3607935134969,-112.21063144685,AB
12,49.3607935134969,-109.706609684501,AB
46,49.3607935134969,-127.234762020946,BC
47,49.3607935134969,-124.730740258597,BC
49,49.3607935134969,-124.730740258597,BC
105,49.3607935134969,-124.730740258597,BC
125,49.3607935134969,-122.226718496247,BC
128,49.3607935134969,-119.722696733898,BC
131,49.3607935134969,-117.218674971549,BC
133,49.3607935134969,-114.714653209199,BC
146,49.3607935134969,-127.234762020946,BC
148,49.3607935134969,-124.730740258597,BC
182,49.3607935134969,-102.194544397453,MB
185,49.3607935134969,-99.6905226351037,MB
188,49.3607935134969,-97.1865008727544,MB
191,49.3607935134969,-94.6824791104051,MB
1200,49.3607935134969,-94.6824791104051,ON
1204,49.3607935134969,-92.1784573480558,ON
1208,49.3607935134969,-89.6744355857064,ON
1212,49.3607935134969,-87.1704138233571,ON
1217,49.3607935134969,-84.6663920610078,ON
1227,49.3607935134969,-82.1623702986585,ON
1235,49.3607935134969,-79.6583485363092,ON
1311,49.3607935134969,-79.6583485363092,QC
1330,49.3607935134969,-77.15432677396,QC
1379,49.3607935134969,-109.706609684501,SK
1413,49.3607935134969,-107.202587922152,SK
1416,49.3607935134969,-104.698566159802,SK
1419,49.3607935134969,-102.194544397453,SK
4,50.7529277508231,-115.966664090374,AB
7,50.7529277508231,-113.462642328025,AB
10,50.7529277508231,-110.958620565676,AB
48,50.7529277508231,-125.982751139771,BC
50,50.7529277508231,-128.486772902121,BC
82,50.7529277508231,-125.982751139771,BC
93,50.7529277508231,-128.486772902121,BC
100,50.7529277508231,-125.982751139771,BC
123,50.7529277508231,-123.478729377422,BC
126,50.7529277508231,-120.974707615073,BC
129,50.7529277508231,-118.470685852723,BC
132,50.7529277508231,-115.966664090374,BC
145,50.7529277508231,-128.486772902121,BC
147,50.7529277508231,-125.982751139771,BC
183,50.7529277508231,-100.942533516278,MB
186,50.7529277508231,-98.438511753929,MB
189,50.7529277508231,-95.9344899915797,MB
238,50.7529277508231,-58.3741635563401,NF
242,50.7529277508231,-55.8701417939908,NF
1198,50.7529277508231,-95.9344899915797,ON
1202,50.7529277508231,-93.4304682292304,ON
1206,50.7529277508231,-90.9264464668811,ON
1210,50.7529277508231,-88.4224247045318,ON
1214,50.7529277508231,-85.9184029421825,ON
1222,50.7529277508231,-83.4143811798332,ON
1230,50.7529277508231,-80.9103594174839,ON
1238,50.7529277508231,-78.4063376551346,ON
1252,50.7529277508231,-63.3822070810387,QC
1308,50.7529277508231,-80.9103594174839,QC
1313,50.7529277508231,-78.4063376551346,QC
1333,50.7529277508231,-75.9023158927853,QC
1339,50.7529277508231,-73.3982941304359,QC
1344,50.7529277508231,-70.8942723680866,QC
1363,50.7529277508231,-68.3902506057374,QC
1366,50.7529277508231,-65.8862288433881,QC
1369,50.7529277508231,-63.3822070810387,QC
1372,50.7529277508231,-60.8781853186894,QC
1375,50.7529277508231,-58.3741635563401,QC
1377,50.7529277508231,-110.958620565676,SK
