id,latitude,longitude
1,-24.633606,114.166144
2,-24.633606,112.921402
3,-25.609600,113.543773
4,-26.577690,114.166144
5,-27.537665,113.543773
6,-26.577690,112.921402
7,-28.489327,114.166144
8,-28.489327,112.921402
9,-29.432487,113.543773
10,-22.658799,114.166144
11,-21.660461,113.543773
12,-23.649928,113.543773
13,-20.655166,115.410887
14,-21.660461,116.033258
15,-21.660461,114.788516
16,-22.658799,115.410887
17,-23.649928,116.033258
18,-23.649928,114.788516
19,-24.633606,115.410887
20,-26.577690,115.410887
21,-25.609600,114.788516
22,-27.537665,114.788516
23,-28.489327,115.410887
24,-29.432487,114.788516
25,-30.366969,115.410887
26,-31.292605,114.788516
27,-32.209239,115.410887
28,-34.014938,115.410887
29,-33.116729,114.788516
30,-25.609600,116.033258
31,-27.537665,116.033258
32,-29.432487,116.033258
33,-31.292605,116.033258
34,-33.116729,116.033258
35,-34.903744,116.033258
36,-20.655166,116.655629
37,-21.660461,117.278000
38,-23.649928,117.278000
39,-22.658799,116.655629
40,-24.633606,116.655629
41,-25.609600,117.278000
42,-26.577690,116.655629
43,-27.537665,117.278000
44,-28.489327,116.655629
45,-29.432487,117.278000
46,-31.292605,117.278000
47,-30.366969,116.655629
48,-32.209239,116.655629
49,-33.116729,117.278000
50,-34.014938,116.655629
51,-34.903744,117.278000
52,-20.655166,117.900371
53,-22.658799,117.900371
54,-24.633606,117.900371
55,-27.537665,118.522742
56,-26.577690,117.900371
57,-28.489327,119.145113
58,-28.489327,117.900371
59,-29.432487,118.522742
60,-30.366969,119.145113
61,-30.366969,117.900371
62,-31.292605,118.522742
63,-32.209239,119.145113
64,-32.209239,117.900371
65,-33.116729,118.522742
66,-34.014938,119.145113
67,-34.903744,118.522742
68,-34.014938,117.900371
69,-19.643178,118.522742
70,-20.655166,119.145113
71,-22.658799,119.145113
72,-21.660461,118.522742
73,-23.649928,118.522742
74,-24.633606,119.145113
75,-26.577690,119.145113
76,-25.609600,118.522742
77,-19.643178,121.012226
78,-19.643178,119.767484
79,-20.655166,120.389855
80,-21.660461,121.012226
81,-21.660461,119.767484
82,-22.658799,120.389855
83,-23.649928,121.012226
84,-23.649928,119.767484
85,-24.633606,120.389855
86,-25.609600,121.012226
87,-26.577690,120.389855
88,-25.609600,119.767484
89,-27.537665,119.767484
90,-28.489327,120.389855
91,-29.432487,119.767484
92,-30.366969,120.389855
93,-31.292605,119.767484
94,-32.209239,120.389855
95,-34.014938,120.389855
96,-33.116729,119.767484
97,-34.903744,119.767484
98,-27.537665,121.012226
99,-29.432487,121.012226
100,-31.292605,121.012226
101,-33.116729,121.012226
102,-12.395989,122.879340
103,-16.569833,121.634597
104,-17.600224,122.256969
105,-18.624769,121.634597
106,-19.643178,122.256969
107,-20.655166,121.634597
108,-21.660461,122.256969
109,-23.649928,122.256969
110,-22.658799,121.634597
111,-24.633606,121.634597
112,-25.609600,122.256969
