id,latitude,longitude
1,51.8241929799,-178.8420627765
2,51.4878629661,-179.1550656424
3,51.1490335927,-179.4680685083
4,51.1490335927,-178.8420627765
5,51.4878629661,-178.5290599106
6,51.8241929799,-178.2160570447
7,51.4878629661,-177.9030541788
8,51.8241929799,-177.5900513129
9,51.4878629661,-177.277048447
10,51.8241929799,-176.964045581
11,52.1580305666,-176.6510427151
12,51.4878629661,-176.6510427151
13,51.8241929799,-176.3380398492
14,52.1580305666,-176.0250369833
15,51.8241929799,-175.7120341174
16,52.1580305666,-175.3990312515
17,51.8241929799,-175.0860283856
18,52.1580305666,-174.7730255197
19,52.4893829472,-174.4600226538
20,51.8241929799,-174.4600226538
21,52.1580305666,-174.1470197879
22,52.4893829472,-173.8340169219
23,51.8241929799,-173.8340169219
24,52.1580305666,-173.521014056
25,60.7950490018,-173.2080111901
26,60.5294264956,-172.8950083242
27,52.1580305666,-172.8950083242
28,60.2616068255,-172.5820054583
29,52.4893829472,-172.5820054583
30,60.5294264956,-172.2690025924
31,52.1580305666,-172.2690025924
32,63.8157146417,-171.9559997265
33,63.3331875495,-171.9559997265
34,60.2616068255,-171.9559997265
35,63.5754732586,-171.6429968606
36,63.8157146417,-171.3299939947
37,63.3331875495,-171.3299939947
38,52.4893829472,-171.3299939947
39,63.5754732586,-171.0169911287
40,52.8182576229,-171.0169911287
41,-11.2301520026,-171.0169911287
42,-14.4014977584,-171.0169911287
43,63.8157146417,-170.7039882628
44,63.3331875495,-170.7039882628
45,52.4893829472,-170.7039882628
46,63.5754732586,-170.3909853969
47,63.0888444877,-170.3909853969
48,57.1671417284,-170.3909853969
49,52.8182576229,-170.3909853969
50,-14.4014977584,-170.3909853969
51,63.8157146417,-170.077982531
52,63.3331875495,-170.077982531
53,53.1446623662,-170.077982531
54,63.5754732586,-169.7649796651
55,63.0888444877,-169.7649796651
56,56.5745698272,-169.7649796651
57,52.8182576229,-169.7649796651
58,-14.4014977584,-169.7649796651
59,63.3331875495,-169.4519767992
60,62.842431085,-169.4519767992
61,53.1446623662,-169.4519767992
62,-13.8757847811,-169.4519767992
63,65.8880559164,-169.1389739333
64,63.0888444877,-169.1389739333
65,56.5745698272,-169.1389739333
66,52.8182576229,-169.1389739333
67,-14.4014977584,-169.1389739333
68,65.6656228075,-168.8259710674
69,63.3331875495,-168.8259710674
70,53.1446623662,-168.8259710674
71,63.0888444877,-168.5129682015
72,53.4686052133,-168.5129682015
73,52.8182576229,-168.5129682015
74,65.6656228075,-168.1999653356
75,53.1446623662,-168.1999653356
76,65.8880559164,-167.8869624696
77,65.4412637215,-167.8869624696
78,64.9867147996,-167.8869624696
79,53.4686052133,-167.8869624696
80,-14.4014977584,-167.8869624696
81,65.6656228075,-167.5739596037
82,60.2616068255,-167.5739596037
83,53.1446623662,-167.5739596037
84,65.8880559164,-167.2609567378
85,65.4412637215,-167.2609567378
86,59.9915777171,-167.2609567378
87,53.4686052133,-167.2609567378
88,68.2114801207,-166.9479538719
89,66.1085762578,-166.9479538719
90,65.6656228075,-166.9479538719
91,65.2149654522,-166.9479538719
92,60.2616068255,-166.9479538719
93,53.7900944558,-166.9479538719
94,68.4118299391,-166.634951006
95,65.8880559164,-166.634951006
96,65.4412637215,-166.634951006
97,64.9867147996,-166.634951006
98,64.5243035956,-166.634951006
99,60.5294264956,-166.634951006
100,59.9915777171,-166.634951006
101,54.1091386326,-166.634951006
102,53.4686052133,-166.634951006
103,69.002401336,-166.3219481401
104,68.6104247474,-166.3219481401
105,68.2114801207,-166.3219481401
106,66.1085762578,-166.3219481401
107,65.6656228075,-166.3219481401
108,65.2149654522,-166.3219481401
109,64.7564985733,-166.3219481401
110,61.8358158771,-166.3219481401
111,60.2616068255,-166.3219481401
112,59.7193269908,-166.3219481401
113,53.7900944558,-166.3219481401
114,68.8072775541,-166.0089452742
115,68.4118299391,-166.0089452742
116,68.0093622546,-166.0089452742
117,66.3271970415,-166.0089452742
118,65.8880559164,-166.0089452742
119,65.4412637215,-166.0089452742
120,64.9867147996,-166.0089452742
121,64.5243035956,-166.0089452742
122,62.0906396124,-166.0089452742
123,61.5788575821,-166.0089452742
124,60.5294264956,-166.0089452742
125,59.9915777171,-166.0089452742
126,54.1091386326,-166.0089452742
127,68.6104247474,-165.6959424083
128,68.2114801207,-165.6959424083
129,66.1085762578,-165.6959424083
130,65.6656228075,-165.6959424083
131,65.2149654522,-165.6959424083
132,64.7564985733,-165.6959424083
133,62.343341521,-165.6959424083
134,61.8358158771,-165.6959424083
135,61.3197520587,-165.6959424083
136,60.2616068255,-165.6959424083
137,59.7193269908,-165.6959424083
138,54.425746522,-165.6959424083
139,68.8072775541,-165.3829395424
140,68.4118299391,-165.3829395424
141,68.0093622546,-165.3829395424
142,66.3271970415,-165.3829395424
143,65.8880559164,-165.3829395424
144,65.4412637215,-165.3829395424
145,64.9867147996,-165.3829395424
146,64.5243035956,-165.3829395424
147,62.5939343958,-165.3829395424
148,62.0906396124,-165.3829395424
149,61.5788575821,-165.3829395424
150,61.0584867072,-165.3829395424
151,60.5294264956,-165.3829395424
152,59.9915777171,-165.3829395424
153,54.1091386326,-165.3829395424
154,69.002401336,-165.0699366764
