id,latitude,longitude,country
1,42.826081,19.624128,AL
2,42.429512,19.312943,AL
3,42.030417,19.624128,AL
4,41.628802,19.312943,AL
5,41.224669,19.624128,AL
6,40.818022,19.312943,AL
7,40.408868,19.624128,AL
8,39.997211,19.312943,AL
9,42.030417,19.001757,AL
10,40.408868,19.001757,AL
11,39.583057,20.246499,AL
12,39.997211,19.935313,AL
13,40.408868,20.246499,AL
14,40.818022,19.935313,AL
15,41.224669,20.246499,AL
16,41.628802,19.935313,AL
17,42.030417,20.246499,AL
18,42.429512,19.935313,AL
19,39.997211,20.557684,AL
20,40.818022,20.557684,AL
21,41.628802,20.557684,AL
22,42.429512,20.557684,AL
23,40.408868,20.86887,AL
24,40.818022,21.180055,AL
25,41.224669,20.86887,AL
26,42.030417,20.86887,AL
27,49.180458,13.089235,CZ
28,49.53153,12.778049,CZ
29,49.880099,13.089235,CZ
30,50.226169,12.778049,CZ
31,50.569747,13.089235,CZ
32,50.910837,13.40042,CZ
33,50.226169,13.40042,CZ
34,49.53153,13.40042,CZ
35,48.826877,13.40042,CZ
36,50.226169,14.645162,CZ
37,50.569747,14.333976,CZ
38,50.910837,14.645162,CZ
39,51.249445,14.333976,CZ
40,49.880099,14.333976,CZ
41,49.53153,14.645162,CZ
42,49.180458,14.333976,CZ
43,48.826877,14.645162,CZ
44,48.470784,14.333976,CZ
45,48.826877,14.022791,CZ
46,49.180458,13.711606,CZ
47,49.53153,14.022791,CZ
48,49.880099,13.711606,CZ
49,50.226169,14.022791,CZ
50,50.569747,13.711606,CZ
51,50.910837,14.022791,CZ
52,48.826877,15.889903,CZ
53,49.180458,16.201089,CZ
54,49.53153,15.889903,CZ
55,49.880099,16.201089,CZ
56,50.226169,15.889903,CZ
57,50.226169,15.267533,CZ
58,50.569747,16.201089,CZ
59,50.569747,15.578718,CZ
60,50.569747,14.956347,CZ
61,48.470784,14.956347,CZ
62,48.826877,15.267533,CZ
63,49.180458,14.956347,CZ
64,49.180458,15.578718,CZ
65,49.53153,15.267533,CZ
66,49.880099,14.956347,CZ
67,49.880099,15.578718,CZ
68,48.826877,17.134645,CZ
69,49.180458,17.44583,CZ
70,49.53153,17.134645,CZ
71,49.880099,17.44583,CZ
72,50.226169,17.134645,CZ
73,50.910837,15.889903,CZ
74,50.910837,15.267533,CZ
75,50.569747,16.823459,CZ
76,50.226169,16.512274,CZ
77,49.880099,16.823459,CZ
78,49.53153,16.512274,CZ
79,49.180458,16.823459,CZ
80,48.826877,16.512274,CZ
81,48.470784,16.823459,CZ
82,49.880099,12.466864,CZ
83,50.226169,12.155679,CZ
84,50.569747,12.466864,CZ
85,48.826877,17.757016,CZ
86,49.180458,18.068201,CZ
87,49.53153,17.757016,CZ
88,49.880099,18.068201,CZ
89,50.226169,17.757016,CZ
90,49.53153,18.379386,CZ
91,49.880099,18.690572,CZ
92,49.53153,19.001757,CZ
93,47.387391,12.778049,DE
94,47.751044,13.089235,DE
95,48.112174,12.778049,DE
96,48.470784,13.089235,DE
97,48.826877,12.778049,DE
98,49.180458,13.089235,DE
99,49.53153,12.778049,DE
100,50.226169,12.778049,DE
101,50.569747,13.089235,DE
102,50.910837,12.778049,DE
103,51.585579,12.778049,DE
104,51.249445,13.089235,DE
105,51.585579,13.40042,DE
106,50.910837,13.40042,DE
107,48.826877,13.40042,DE
108,48.112174,13.40042,DE
109,47.387391,12.155679,DE
110,47.751044,11.844493,DE
111,47.751044,12.466864,DE
112,48.112174,12.155679,DE
113,48.470784,12.466864,DE
114,48.470784,11.844493,DE
115,48.826877,12.155679,DE
116,50.910837,14.645162,DE
117,51.249445,14.333976,DE
118,51.585579,14.645162,DE
119,51.919244,14.333976,DE
120,52.250448,14.645162,DE
121,52.579197,14.333976,DE
122,53.229362,14.333976,DE
123,53.550794,14.645162,DE
124,53.869803,14.333976,DE
125,48.470784,13.711606,DE
126,48.826877,14.022791,DE
127,49.180458,13.711606,DE
128,50.569747,13.711606,DE
129,50.910837,14.022791,DE
130,51.249445,13.711606,DE
131,51.585579,14.022791,DE
132,51.919244,13.711606,DE
133,52.579197,14.956347,DE
134,51.919244,14.956347,DE
135,48.112174,9.043825,DE
136,48.826877,9.043825,DE
137,49.53153,9.043825,DE
138,50.226169,9.043825,DE
139,50.910837,9.043825,DE
140,51.585579,9.043825,DE
141,52.250448,9.043825,DE
142,52.905499,9.043825,DE
143,47.387391,8.421454,DE
144,47.751044,8.732639,DE
145,48.112174,8.421454,DE
146,48.470784,8.732639,DE
147,48.826877,8.421454,DE
148,49.180458,8.732639,DE
149,49.53153,8.421454,DE
150,49.880099,8.732639,DE
151,50.226169,8.421454,DE
152,50.569747,8.732639,DE
153,50.910837,8.421454,DE
154,51.249445,8.732639,DE
155,51.585579,8.421454,DE
156,51.919244,8.732639,DE
157,52.250448,8.421454,DE
158,52.579197,8.732639,DE
159,52.905499,8.421454,DE
160,53.229362,8.732639,DE
161,47.387391,7.799083,DE
162,47.751044,8.110268,DE
163,47.751044,7.487898,DE
164,48.112174,7.799083,DE
165,47.387391,9.666195,DE
166,47.751044,9.35501,DE
167,48.112174,9.666195,DE
168,48.470784,9.35501,DE
169,48.826877,9.666195,DE
170,49.180458,9.35501,DE
171,49.53153,9.666195,DE
172,49.880099,9.35501,DE
173,50.226169,9.666195,DE
174,50.569747,9.35501,DE
175,50.910837,9.666195,DE
176,51.249445,9.35501,DE
177,51.585579,9.666195,DE
178,51.919244,9.35501,DE
179,52.250448,9.666195,DE
180,52.579197,9.35501,DE
181,52.905499,9.666195,DE
182,47.387391,10.288566,DE
183,47.751044,9.977381,DE
184,48.112174,10.288566,DE
185,47.387391,10.910937,DE
186,47.751044,10.599752,DE
187,48.112174,10.910937,DE
188,48.470784,10.599752,DE
189,48.470784,11.222122,DE
190,48.826877,10.910937,DE
191,49.180458,10.599752,DE
192,49.180458,11.222122,DE
193,49.53153,10.910937,DE
194,49.880099,10.599752,DE
195,49.880099,11.222122,DE
196,50.226169,10.910937,DE
197,50.569747,10.599752,DE
198,50.569747,11.222122,DE
199,47.751044,11.222122,DE
200,47.387391,11.533308,DE
201,48.112174,11.533308,DE
202,48.826877,11.533308,DE
203,49.53153,11.533308,DE
204,50.226169,11.533308,DE
205,50.910837,10.910937,DE
206,50.910837,11.533308,DE
207,51.249445,10.599752,DE
208,51.249445,11.222122,DE
209,51.585579,10.910937,DE
210,51.585579,11.533308,DE
211,51.919244,10.599752,DE
212,51.919244,11.222122,DE
213,52.250448,10.910937,DE
214,52.250448,11.533308,DE
215,52.579197,10.599752,DE
216,52.579197,11.222122,DE
217,49.180458,6.865527,DE
218,49.53153,6.554341,DE
219,49.880099,6.243156,DE
220,49.880099,6.865527,DE
221,50.226169,6.554341,DE
222,50.569747,6.243156,DE
223,50.569747,6.865527,DE
224,50.910837,6.554341,DE
225,51.249445,6.243156,DE
226,51.249445,6.865527,DE
227,51.585579,6.554341,DE
228,51.585579,7.176712,DE
229,51.919244,6.243156,DE
230,51.919244,6.865527,DE
231,52.250448,6.554341,DE
232,52.250448,7.176712,DE
233,52.579197,6.865527,DE
234,52.905499,7.176712,DE
235,53.229362,6.865527,DE
236,53.550794,6.554341,DE
237,53.550794,7.176712,DE
238,53.869803,6.865527,DE
239,50.910837,7.176712,DE
240,50.226169,7.176712,DE
241,49.53153,7.176712,DE
242,51.249445,14.956347,DE
243,50.226169,5.931971,DE
244,50.910837,5.931971,DE
245,51.585579,5.931971,DE
246,48.470784,8.110268,DE
247,48.470784,7.487898,DE
248,48.826877,7.799083,DE
249,49.180458,7.487898,DE
250,49.180458,8.110268,DE
251,49.53153,7.799083,DE
252,49.880099,8.110268,DE
253,49.880099,7.487898,DE
254,50.226169,7.799083,DE
255,50.569747,8.110268,DE
256,50.569747,7.487898,DE
257,50.910837,7.799083,DE
258,51.249445,8.110268,DE
259,51.249445,7.487898,DE
260,51.585579,7.799083,DE
261,51.919244,8.110268,DE
262,51.919244,7.487898,DE
263,52.250448,7.799083,DE
264,52.579197,8.110268,DE
265,52.579197,7.487898,DE
266,52.905499,7.799083,DE
267,53.229362,8.110268,DE
268,53.229362,7.487898,DE
269,53.550794,7.799083,DE
270,53.869803,7.487898,DE
271,53.869803,8.110268,DE
272,54.186397,7.799083,DE
273,54.500585,8.110268,DE
274,55.121779,8.110268,DE
275,48.470784,9.977381,DE
276,48.826877,10.288566,DE
277,49.180458,9.977381,DE
278,49.53153,10.288566,DE
279,49.880099,9.977381,DE
280,50.226169,10.288566,DE
281,50.569747,9.977381,DE
282,50.910837,10.288566,DE
283,51.249445,9.977381,DE
284,51.585579,10.288566,DE
285,51.919244,9.977381,DE
286,52.250448,10.288566,DE
287,52.579197,9.977381,DE
288,52.905499,10.288566,DE
289,53.229362,9.977381,DE
290,53.550794,10.288566,DE
291,53.869803,9.977381,DE
292,54.186397,10.288566,DE
293,54.500585,9.977381,DE
294,54.812376,10.288566,DE
295,49.180458,11.844493,DE
296,49.180458,12.466864,DE
297,49.53153,12.155679,DE
298,49.880099,11.844493,DE
299,49.880099,12.466864,DE
300,50.226169,12.155679,DE
301,50.569747,11.844493,DE
302,50.569747,12.466864,DE
303,50.910837,12.155679,DE
304,51.249445,12.466864,DE
305,51.249445,11.844493,DE
306,51.585579,12.155679,DE
307,51.919244,12.466864,DE
308,51.919244,11.844493,DE
309,52.250448,12.155679,DE
310,52.579197,12.466864,DE
311,52.579197,11.844493,DE
312,52.905499,12.155679,DE
313,53.229362,12.466864,DE
314,53.229362,11.844493,DE
315,53.550794,12.155679,DE
316,53.869803,12.466864,DE
317,53.869803,11.844493,DE
318,54.186397,12.155679,DE
319,54.500585,12.466864,DE
320,54.500585,13.089235,DE
321,54.186397,12.778049,DE
322,53.869803,13.089235,DE
323,53.550794,12.778049,DE
324,53.229362,13.089235,DE
325,52.905499,12.778049,DE
326,52.579197,13.089235,DE
327,52.250448,12.778049,DE
328,51.919244,13.089235,DE
329,52.250448,14.022791,DE
330,52.250448,13.40042,DE
331,52.579197,13.711606,DE
332,52.905499,14.022791,DE
333,52.905499,13.40042,DE
334,53.229362,13.711606,DE
335,53.550794,14.022791,DE
336,53.550794,13.40042,DE
337,53.869803,13.711606,DE
338,54.186397,14.022791,DE
339,54.186397,13.40042,DE
340,54.500585,13.711606,DE
341,54.812376,13.40042,DE
342,52.905499,10.910937,DE
343,52.905499,11.533308,DE
344,53.229362,10.599752,DE
345,53.229362,11.222122,DE
346,53.550794,10.910937,DE
347,53.550794,11.533308,DE
348,53.869803,10.599752,DE
349,53.869803,11.222122,DE
350,54.186397,10.910937,DE
351,54.186397,11.533308,DE
352,54.500585,10.599752,DE
353,54.500585,11.222122,DE
354,53.229362,9.35501,DE
355,53.550794,9.666195,DE
356,53.869803,9.35501,DE
357,54.186397,9.666195,DE
358,54.500585,9.35501,DE
359,54.812376,9.666195,DE
360,53.550794,9.043825,DE
361,53.550794,8.421454,DE
362,53.869803,8.732639,DE
363,54.186397,9.043825,DE
364,54.186397,8.421454,DE
365,54.500585,8.732639,DE
366,54.812376,9.043825,DE
367,54.812376,8.421454,DE
368,55.121779,8.732639,DE
369,55.121779,14.333976,DK
370,55.428804,14.645162,DK
371,55.121779,8.110268,DK
372,55.428804,7.799083,DK
373,55.733459,8.110268,DK
374,56.035756,7.799083,DK
375,56.335703,8.110268,DK
376,56.63331,7.799083,DK
377,56.928589,8.110268,DK
378,54.812376,10.288566,DK
379,55.121779,9.977381,DK
380,55.428804,10.288566,DK
381,55.733459,9.977381,DK
382,56.035756,10.288566,DK
383,56.335703,9.977381,DK
384,56.63331,10.288566,DK
385,56.928589,9.977381,DK
386,57.221549,10.288566,DK
387,57.512202,9.977381,DK
388,57.800557,10.288566,DK
389,54.500585,11.844493,DK
390,54.812376,12.155679,DK
391,55.121779,12.466864,DK
392,55.121779,11.844493,DK
393,55.428804,12.155679,DK
394,55.733459,12.466864,DK
395,55.733459,11.844493,DK
396,56.035756,12.155679,DK
397,56.335703,11.844493,DK
398,56.035756,12.778049,DK
399,55.733459,13.089235,DK
400,55.428804,12.778049,DK
401,54.812376,12.778049,DK
402,54.500585,11.222122,DK
403,54.812376,10.910937,DK
404,54.812376,11.533308,DK
405,55.121779,10.599752,DK
406,55.121779,11.222122,DK
407,55.428804,10.910937,DK
408,55.428804,11.533308,DK
409,55.733459,10.599752,DK
410,55.733459,11.222122,DK
411,56.035756,10.910937,DK
412,56.035756,11.533308,DK
413,56.335703,10.599752,DK
414,56.335703,11.222122,DK
415,56.63331,10.910937,DK
416,56.63331,11.533308,DK
417,56.928589,10.599752,DK
418,57.221549,10.910937,DK
419,57.512202,10.599752,DK
420,57.512202,11.222122,DK
421,57.800557,10.910937,DK
422,54.812376,9.666195,DK
423,55.121779,9.35501,DK
424,55.428804,9.666195,DK
425,55.733459,9.35501,DK
426,56.035756,9.666195,DK
427,56.335703,9.35501,DK
428,56.63331,9.666195,DK
429,56.928589,9.35501,DK
430,57.221549,9.666195,DK
431,54.812376,9.043825,DK
432,54.812376,8.421454,DK
433,55.121779,8.732639,DK
434,55.428804,9.043825,DK
435,55.428804,8.421454,DK
